Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,make,model
Hyundai i20 Magna,8,2012,37000,1,1,1,18.5,1197,80.0,5.0,10.0,2.65,Hyundai,1
Hyundai i20 Magna 1.4 CRDi,10,2015,29000,2,1,2,22.54,1396,88.73,5.0,10.0,7.0,Hyundai,1
Hyundai i20 1.2 Magna,6,2011,82000,1,1,2,18.5,1197,80.0,5.0,10.0,2.7,Hyundai,1
Hyundai i10 Sportz 1.2,2,2010,77000,1,1,2,20.36,1197,78.9,5.0,6.5,2.1,Hyundai,3
Hyundai i10 Era,5,2007,70000,1,1,2,19.81,1086,68.05,5.0,6.5,2.0,Hyundai,3
Hyundai Grand i10 1.2 Kappa Magna,7,2018,46493,1,1,1,18.9,1197,81.86,5.0,7.5,5.53,Hyundai,2
Hyundai i10 Sportz 1.2,10,2009,68000,1,1,3,20.36,1197,78.9,5.0,6.5,1.95,Hyundai,3
Hyundai i10 Era 1.1,2,2008,85445,1,1,2,19.81,1086,68.05,5.0,6.5,2.0,Hyundai,3
Hyundai i10 Sportz,6,2014,60000,1,1,1,20.36,1197,78.9,5.0,6.5,3.25,Hyundai,3
Hyundai Grand i10 Sportz,8,2018,1800,1,1,1,18.9,1197,82.0,5.0,7.5,5.1,Hyundai,2
Hyundai i20 Magna,6,2012,100000,1,1,1,18.5,1197,82.85,5.0,10.0,3.25,Hyundai,1
Hyundai Grand i10 1.2 Kappa Sportz,4,2018,9434,1,1,1,18.9,1197,81.86,5.0,7.5,5.75,Hyundai,2
Hyundai i20 1.2 Sportz,4,2015,42000,1,1,1,17.0,1197,80.0,5.0,10.0,5.1,Hyundai,1
Hyundai i10 Magna AT,9,2009,21000,1,2,1,19.2,1197,80.0,5.0,6.5,2.6,Hyundai,3
Hyundai i10 Magna,8,2012,58235,1,1,1,20.36,1197,78.9,5.0,6.5,2.45,Hyundai,3
Hyundai i20 Asta 1.4 CRDi,3,2016,44487,2,1,1,22.54,1396,88.73,5.0,10.0,7.3,Hyundai,1
Hyundai i10 Magna,4,2015,34951,1,1,2,20.36,1197,78.9,5.0,6.5,3.15,Hyundai,3
Hyundai i20 Magna,4,2012,54000,1,1,1,18.5,1197,82.85,5.0,10.0,3.3,Hyundai,1
Hyundai Verna VTVT 1.6 SX Option,4,2013,57478,1,1,2,17.0,1591,121.3,5.0,13.5,5.25,Hyundai,4
Hyundai i20 1.4 CRDi Magna,5,2011,75000,2,1,1,21.9,1396,90.0,5.0,10.0,3.75,Hyundai,1
Hyundai Verna 1.6 SX CRDI (O) AT,1,2018,75000,2,2,1,22.32,1582,126.32,5.0,13.5,7.75,Hyundai,4
Hyundai i10 Sportz 1.2,9,2010,62000,1,1,1,20.36,1197,78.9,5.0,6.5,2.1,Hyundai,3
Hyundai Grand i10 Sportz,7,2016,26038,1,1,1,18.9,1197,82.0,5.0,7.5,5.43,Hyundai,2
Hyundai i20 1.4 CRDi Magna,5,2012,71360,2,1,1,21.9,1396,90.0,5.0,10.0,3.95,Hyundai,1
Hyundai Verna 1.6 CRDi EX MT,7,2016,37451,2,1,1,22.32,1582,126.3,5.0,13.5,6.64,Hyundai,4
Hyundai Grand i10 Asta Option,10,2016,25000,1,1,1,18.9,1197,82.0,5.0,7.5,5.0,Hyundai,2
Hyundai Grand i10 1.2 Kappa Magna AT,7,2018,5354,1,2,1,18.9,1197,81.86,5.0,7.5,6.76,Hyundai,2
Hyundai Grand i10 CRDi Magna,5,2015,35000,2,1,1,24.0,1120,70.0,5.0,7.5,4.88,Hyundai,2
Hyundai i10 Magna 1.2,5,2010,70600,1,1,1,20.36,1197,78.9,5.0,6.5,2.8,Hyundai,3
Hyundai Grand i10 AT Asta,3,2017,22526,1,2,1,18.9,1197,82.0,5.0,7.5,7.6,Hyundai,2
Hyundai Verna 1.4 VTVT,8,2015,33425,1,1,1,17.43,1396,105.5,5.0,13.5,4.5,Hyundai,4
Hyundai i10 Magna 1.1,4,2011,62000,1,1,1,19.81,1086,68.05,5.0,6.5,2.1,Hyundai,3
Hyundai Verna SX CRDi AT,9,2014,71000,2,2,2,19.08,1582,126.32,5.0,13.5,5.45,Hyundai,4
Hyundai i10 Sportz 1.2,5,2012,45000,1,1,1,20.36,1197,78.9,5.0,6.5,3.65,Hyundai,3
Hyundai Grand i10 1.2 Kappa Asta,3,2016,37429,1,1,1,18.9,1197,81.86,5.0,7.5,5.89,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz,0,2015,20780,1,1,1,18.9,1197,81.86,5.0,7.5,4.3,Hyundai,2
Hyundai i10 Sportz,1,2008,84000,1,1,1,20.36,1197,78.9,5.0,6.5,2.5,Hyundai,3
Hyundai i20 1.4 CRDi Magna,6,2012,51000,2,1,1,21.9,1396,90.0,5.0,10.0,3.9,Hyundai,1
Hyundai i20 1.4 CRDi Magna,8,2012,60000,2,1,1,21.9,1396,90.0,5.0,10.0,2.74,Hyundai,1
Hyundai Verna 1.6 SX,2,2012,92000,2,1,3,22.32,1582,126.32,5.0,13.5,4.0,Hyundai,4
Hyundai i20 1.2 Era,8,2015,35000,1,1,1,17.0,1197,80.0,5.0,10.0,3.4,Hyundai,1
Hyundai i20 Asta 1.4 CRDi (Diesel),0,2009,68000,2,1,2,23.0,1396,90.0,5.0,10.0,3.95,Hyundai,1
Hyundai Grand i10 AT Asta,2,2016,18000,1,2,1,18.9,1197,82.0,5.0,7.5,5.4,Hyundai,2
Hyundai i20 Magna,4,2009,46946,1,1,2,18.5,1197,80.0,5.0,10.0,2.35,Hyundai,1
Hyundai i20 Magna 1.4 CRDi,7,2015,64399,2,1,1,21.9,1396,90.0,5.0,10.0,5.02,Hyundai,1
Hyundai Verna 1.6 VTVT EX AT,9,2013,24000,1,2,1,17.01,1591,121.4,5.0,13.5,5.95,Hyundai,4
Hyundai i20 Sportz 1.2,6,2016,30292,1,1,1,18.6,1197,81.83,5.0,10.0,6.3,Hyundai,1
Hyundai i20 Sportz 1.4 CRDi,4,2014,55000,2,1,1,22.54,1396,88.73,5.0,10.0,5.64,Hyundai,1
Hyundai i10 Asta Sunroof AT,9,2011,54000,1,2,1,19.2,1197,80.0,5.0,6.5,2.9,Hyundai,3
Hyundai i20 Sportz 1.2,4,2015,50000,1,1,1,18.6,1197,81.83,5.0,10.0,4.95,Hyundai,1
Hyundai i10 Sportz,7,2012,42591,1,1,1,20.36,1197,78.9,5.0,6.5,3.2,Hyundai,3
Hyundai i20 1.4 CRDi Sportz,1,2012,67000,2,1,1,23.0,1396,90.0,5.0,10.0,4.5,Hyundai,1
Hyundai Verna 1.6 SX CRDI (O) AT,6,2014,97000,2,2,1,22.32,1582,126.32,5.0,13.5,8.0,Hyundai,4
Hyundai Verna 1.6 VTVT,1,2012,73000,1,1,1,17.01,1591,121.3,5.0,13.5,5.5,Hyundai,4
Hyundai Grand i10 Asta,8,2014,44300,1,1,2,18.9,1197,82.0,5.0,7.5,2.3,Hyundai,2
Hyundai i10 Sportz,4,2012,59000,1,1,1,20.36,1197,78.9,5.0,6.5,2.85,Hyundai,3
Hyundai Verna 1.6 SX CRDi (O),8,2013,47000,2,1,1,22.32,1582,126.32,5.0,13.5,4.35,Hyundai,4
Hyundai i10 Sportz,0,2014,47003,1,1,1,20.36,1197,78.9,5.0,6.5,3.67,Hyundai,3
Hyundai Grand i10 Asta,3,2018,20492,1,1,1,18.9,1197,82.0,5.0,7.5,6.34,Hyundai,2
Hyundai i10 Magna,7,2011,65423,1,1,1,20.36,1197,78.9,5.0,6.5,3.16,Hyundai,3
Hyundai Grand i10 CRDi Sportz,8,2014,25135,2,1,1,24.0,1120,70.0,5.0,7.5,3.75,Hyundai,2
Hyundai i20 1.2 Sportz,0,2013,40000,1,1,1,17.0,1197,80.0,5.0,10.0,4.9,Hyundai,1
Hyundai i20 2015-2017 1.4 Magna ABS,10,2012,64000,2,1,1,21.9,1396,90.0,5.0,10.0,4.25,Hyundai,1
Hyundai i20 1.2 Sportz,3,2015,29634,1,1,2,17.0,1197,80.0,5.0,10.0,6.0,Hyundai,1
Hyundai Verna 1.6 VTVT,8,2012,24000,1,1,2,17.01,1591,121.3,5.0,13.5,6.2,Hyundai,4
Hyundai Grand i10 1.2 CRDi Sportz,7,2017,20773,2,1,1,24.0,1186,73.97,5.0,7.5,5.92,Hyundai,2
Hyundai Verna 1.6 VTVT,10,2011,68000,1,1,1,17.01,1591,121.3,5.0,13.5,3.7,Hyundai,4
Hyundai i20 Magna 1.4 CRDi (Diesel),6,2013,51873,2,1,1,21.9,1396,88.76,5.0,10.0,3.9,Hyundai,1
Hyundai i10 Magna,8,2007,71600,1,1,2,20.36,1197,78.9,5.0,6.5,2.0,Hyundai,3
Hyundai i20 Sportz 1.2,7,2016,61823,1,1,1,18.6,1197,81.83,5.0,10.0,6.14,Hyundai,1
Hyundai i10 Magna LPG,6,2012,53000,3,1,2,19.2,1086,68.05,5.0,6.5,2.85,Hyundai,3
Hyundai i10 Magna 1.1,3,2013,64466,1,1,1,19.81,1086,68.05,5.0,6.5,3.96,Hyundai,3
Hyundai Grand i10 Sportz,7,2016,59767,1,1,1,18.9,1197,82.0,5.0,7.5,4.78,Hyundai,2
Hyundai i20 2015-2017 1.2 Asta,10,2010,72000,1,1,2,17.0,1197,80.0,5.0,10.0,2.75,Hyundai,1
Hyundai Verna 1.6 SX VTVT,9,2014,11000,1,1,1,17.01,1591,121.3,5.0,13.5,5.95,Hyundai,4
Hyundai i10 Era 1.1,6,2011,70000,1,1,1,19.81,1086,68.05,5.0,6.5,2.15,Hyundai,3
Hyundai Verna CRDi ABS,2,2008,120000,2,1,2,18.1,1493,110.0,5.0,13.5,2.0,Hyundai,4
Hyundai Grand i10 CRDi Asta,0,2014,116905,2,1,1,24.0,1120,70.0,5.0,7.5,4.0,Hyundai,2
Hyundai i10 Sportz AT,3,2011,32824,1,2,1,16.95,1197,78.9,5.0,6.5,3.83,Hyundai,3
Hyundai Verna 1.4 VTVT,1,2016,36000,1,1,1,17.43,1396,105.5,5.0,13.5,8.0,Hyundai,4
Hyundai i20 Sportz 1.2,9,2017,14001,1,1,1,18.6,1197,81.83,5.0,10.0,5.75,Hyundai,1
Hyundai Verna 1.6 SX,4,2011,103814,2,1,2,22.32,1582,126.32,5.0,13.5,4.5,Hyundai,4
Hyundai i10 Era,7,2013,56075,1,1,1,19.81,1086,68.05,5.0,6.5,3.12,Hyundai,3
Hyundai i10 Magna,9,2008,38235,1,1,1,20.36,1197,78.9,5.0,6.5,1.95,Hyundai,3
Hyundai i10 Sportz 1.2,8,2011,37000,1,1,1,20.36,1197,78.9,5.0,6.5,2.2,Hyundai,3
Hyundai Grand i10 Asta,2,2013,90000,1,1,1,18.9,1197,82.0,5.0,7.5,3.55,Hyundai,2
Hyundai i10 Sportz,3,2012,47324,1,1,2,20.36,1197,78.9,5.0,6.5,4.52,Hyundai,3
Hyundai i20 2015-2017 Magna 1.2,10,2016,20600,1,1,1,18.6,1197,81.83,5.0,10.0,5.4,Hyundai,1
Hyundai i20 Sportz Option 1.2,4,2016,38000,1,1,1,18.6,1197,81.83,5.0,10.0,5.95,Hyundai,1
Hyundai i10 Sportz 1.2,5,2011,60000,1,1,1,20.36,1197,78.9,5.0,6.5,3.2,Hyundai,3
Hyundai i20 Magna,8,2009,30675,1,1,1,18.5,1197,80.0,5.0,10.0,2.25,Hyundai,1
Hyundai Verna CRDi 1.6 SX Option,10,2017,50000,2,1,1,22.0,1582,126.2,5.0,13.5,11.5,Hyundai,4
Hyundai Grand i10 CRDi Sportz,6,2016,46522,2,1,1,24.0,1120,70.0,5.0,7.5,4.5,Hyundai,2
Hyundai Grand i10 CRDi SportZ Edition,7,2015,66337,2,1,1,24.0,1120,70.0,5.0,7.5,4.96,Hyundai,2
Hyundai Verna Transform SX VTVT,1,2011,61000,1,1,2,16.2,1599,103.2,5.0,13.5,3.4,Hyundai,4
Hyundai Grand i10 AT Asta,3,2015,33931,1,2,2,18.9,1197,82.0,5.0,7.5,5.91,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz Option,3,2019,13916,1,1,1,18.9,1197,81.86,5.0,7.5,6.44,Hyundai,2
Hyundai Grand i10 Sportz,6,2015,14000,1,1,1,18.9,1197,82.0,5.0,7.5,4.6,Hyundai,2
Hyundai i20 Asta 1.2,3,2016,17560,1,1,1,18.6,1197,81.83,5.0,10.0,7.21,Hyundai,1
Hyundai i20 1.2 Asta Option,6,2017,8000,1,1,1,18.6,1197,81.83,5.0,10.0,7.5,Hyundai,1
Hyundai i10 Era,0,2012,60000,1,1,2,19.81,1086,68.05,5.0,6.5,2.65,Hyundai,3
Hyundai i10 Sportz AT,0,2012,37229,1,2,1,16.95,1197,78.9,5.0,6.5,3.41,Hyundai,3
Hyundai i10 Magna,3,2012,43766,1,1,1,20.36,1197,78.9,5.0,6.5,4.3,Hyundai,3
Hyundai i20 1.4 Sportz,3,2018,18521,2,1,1,22.54,1396,88.73,5.0,10.0,9.18,Hyundai,1
Hyundai Verna 1.6 SX CRDI (O) AT,8,2014,48000,2,2,1,22.32,1582,126.32,5.0,13.5,5.1,Hyundai,4
Hyundai Verna 1.6 SX,4,2014,62000,2,1,1,22.32,1582,126.32,5.0,13.5,5.7,Hyundai,4
Hyundai i20 Active 1.2 SX Dual Tone,10,2016,6000,1,1,1,17.19,1197,81.86,5.0,10.0,7.25,Hyundai,1
Hyundai Verna CRDi,5,2011,70000,2,1,1,16.8,1493,110.0,5.0,13.5,5.1,Hyundai,4
Hyundai i20 Active S Diesel,6,2015,81310,2,1,1,21.19,1396,88.76,5.0,10.0,5.9,Hyundai,1
Hyundai Grand i10 Sportz,6,2017,23000,1,1,1,18.9,1197,82.0,5.0,7.5,4.5,Hyundai,2
Hyundai Verna 1.6 CRDi S,2,2016,31000,2,1,1,23.9,1582,126.2,5.0,13.5,9.0,Hyundai,4
Hyundai i20 Sportz 1.2,4,2013,92408,1,1,1,18.5,1197,82.85,5.0,10.0,3.65,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O),1,2014,45000,1,1,1,17.1,1591,121.3,5.0,13.5,7.5,Hyundai,4
Hyundai i10 Sportz,8,2016,7000,1,1,1,20.36,1197,78.9,5.0,6.5,3.6,Hyundai,3
Hyundai i20 Magna 1.4 CRDi (Diesel),5,2017,14061,2,1,1,21.9,1396,88.76,5.0,10.0,7.4,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O),9,2011,61600,1,1,1,17.1,1591,121.3,5.0,13.5,4.2,Hyundai,4
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),6,2014,82450,2,1,1,23.0,1396,90.0,5.0,10.0,5.85,Hyundai,1
Hyundai Grand i10 1.2 Kappa Sportz,7,2018,20689,1,1,1,18.9,1197,81.86,5.0,7.5,6.07,Hyundai,2
Hyundai i20 1.2 Magna,3,2012,38214,1,1,2,18.5,1197,80.0,5.0,10.0,4.05,Hyundai,1
Hyundai i20 1.4 CRDi Sportz,10,2012,90000,2,1,1,23.0,1396,90.0,5.0,10.0,4.11,Hyundai,1
Hyundai i10 Era,9,2010,55000,1,1,2,19.81,1086,68.05,5.0,6.5,1.59,Hyundai,3
Hyundai Grand i10 1.2 Kappa Sportz,9,2018,3958,1,1,1,18.9,1197,81.86,5.0,7.5,5.55,Hyundai,2
Hyundai Verna 1.6 SX CRDi (O),7,2016,16159,2,1,1,22.32,1582,126.32,5.0,13.5,7.83,Hyundai,4
Hyundai i20 Active 1.2 SX,3,2017,35043,1,1,1,17.19,1197,81.86,5.0,10.0,8.19,Hyundai,1
Hyundai Verna 1.6 SX VTVT (O),3,2013,66930,1,1,1,17.1,1591,121.3,5.0,13.5,6.15,Hyundai,4
Hyundai i20 Sportz 1.2,8,2013,40300,1,1,1,18.5,1197,82.85,5.0,10.0,2.8,Hyundai,1
Hyundai i10 Magna 1.2,9,2012,51000,1,1,1,20.36,1197,78.9,5.0,6.5,2.85,Hyundai,3
Hyundai Grand i10 Asta,3,2016,61578,1,1,1,18.9,1197,82.0,5.0,7.5,6.4,Hyundai,2
Hyundai i20 Asta Option 1.2,9,2015,39000,1,1,1,18.6,1197,81.83,5.0,10.0,5.5,Hyundai,1
Hyundai i20 Sportz Diesel,3,2011,68439,2,1,1,23.0,1396,90.0,5.0,10.0,3.37,Hyundai,1
Hyundai Grand i10 1.2 CRDi Sportz Option,6,2017,26877,2,1,1,24.0,1186,73.97,5.0,7.5,5.75,Hyundai,2
Hyundai i20 Sportz 1.2,8,2015,32000,1,1,1,18.6,1197,81.83,5.0,10.0,4.8,Hyundai,1
Hyundai Grand i10 1.2 Kappa Sportz,6,2018,10000,1,1,1,18.9,1197,81.86,5.0,7.5,5.85,Hyundai,2
Hyundai Grand i10 Era,8,2014,19500,1,1,2,18.9,1197,82.0,5.0,7.5,2.85,Hyundai,2
Hyundai Grand i10 Asta Option,1,2014,30000,1,1,2,18.9,1197,82.0,5.0,7.5,4.9,Hyundai,2
Hyundai Grand i10 Sportz,9,2016,10770,1,1,1,18.9,1197,82.0,5.0,7.5,4.75,Hyundai,2
Hyundai i20 1.2 Spotz,9,2017,14000,1,1,1,18.6,1197,81.83,5.0,10.0,5.95,Hyundai,1
Hyundai i20 1.4 CRDi Magna,5,2010,94500,2,1,2,21.9,1396,90.0,5.0,10.0,3.1,Hyundai,1
Hyundai Verna 1.6 SX VTVT,9,2014,9000,1,1,2,17.01,1591,121.3,5.0,13.5,5.5,Hyundai,4
Hyundai i10 Magna AT,1,2008,58483,1,2,2,19.2,1197,80.0,5.0,6.5,2.95,Hyundai,3
Hyundai i10 Sportz 1.2,5,2010,50000,1,1,1,20.36,1197,78.9,5.0,6.5,3.0,Hyundai,3
Hyundai Verna 1.6 EX VTVT,8,2014,58000,1,1,1,17.01,1591,121.3,5.0,13.5,4.59,Hyundai,4
Hyundai i20 Asta Option 1.2,5,2017,19860,1,1,1,18.6,1197,81.83,5.0,10.0,6.95,Hyundai,1
Hyundai Verna 1.6 SX,5,2014,39791,2,1,1,22.32,1582,126.32,5.0,13.5,7.49,Hyundai,4
Hyundai i20 Asta 1.2,1,2015,39000,1,1,2,18.6,1197,81.83,5.0,10.0,6.3,Hyundai,1
Hyundai Verna 1.6 VTVT,8,2011,36226,1,1,1,17.01,1591,121.3,5.0,13.5,2.95,Hyundai,4
Hyundai i10 Magna 1.2,7,2017,49045,1,1,1,20.36,1197,78.9,5.0,6.5,4.07,Hyundai,3
Hyundai Verna CRDi SX ABS,5,2008,150000,2,1,1,18.1,1493,110.0,5.0,13.5,3.0,Hyundai,4
Hyundai Verna 1.6 SX VTVT,9,2014,11000,1,1,1,17.01,1591,121.3,5.0,13.5,6.1,Hyundai,4
Hyundai i20 1.4 Asta CRDi with AVN,10,2012,75000,2,1,1,23.0,1396,90.0,5.0,10.0,4.0,Hyundai,1
Hyundai Verna CRDi,1,2010,72010,2,1,1,16.8,1493,110.0,5.0,13.5,4.45,Hyundai,4
Hyundai i20 1.4 Asta,9,2015,57000,2,1,1,22.54,1396,88.73,5.0,10.0,6.35,Hyundai,1
Hyundai i20 1.2 Magna,9,2011,52359,1,1,1,18.5,1197,80.0,5.0,10.0,3.25,Hyundai,1
Hyundai i20 Magna Optional 1.4 CRDi,0,2012,55362,2,1,1,21.9,1396,88.8,5.0,10.0,4.25,Hyundai,1
Hyundai i20 1.4 Sportz,3,2019,32251,2,1,1,22.54,1396,88.73,5.0,10.0,8.61,Hyundai,1
Hyundai i10 Sportz AT,1,2009,60510,1,2,2,16.95,1197,78.9,5.0,6.5,3.1,Hyundai,3
Hyundai Verna 1.6 VTVT,2,2013,34620,1,1,2,17.01,1591,121.3,5.0,13.5,5.35,Hyundai,4
Hyundai i10 Era 1.1,1,2010,56000,1,1,1,19.81,1086,68.05,5.0,6.5,2.85,Hyundai,3
Hyundai i10 Sportz,3,2013,32776,1,1,1,20.36,1197,78.9,5.0,6.5,4.64,Hyundai,3
Hyundai i20 Asta,7,2010,30754,1,1,1,17.0,1197,80.0,5.0,10.0,3.38,Hyundai,1
Hyundai Grand i10 Sportz,3,2017,33284,1,1,1,18.9,1197,82.0,5.0,7.5,5.84,Hyundai,2
Hyundai Grand i10 1.2 Kappa Magna AT,3,2019,12153,1,2,1,18.9,1197,81.86,5.0,7.5,6.84,Hyundai,2
Hyundai Grand i10 Magna,6,2016,22000,1,1,1,18.9,1197,82.0,5.0,7.5,4.25,Hyundai,2
Hyundai Grand i10 1.2 Kappa Sportz Option,6,2017,14700,1,1,1,18.9,1197,81.86,5.0,7.5,5.6,Hyundai,2
Hyundai Verna 1.6 SX,8,2011,34994,2,1,1,22.32,1582,126.32,5.0,13.5,3.9,Hyundai,4
Hyundai Grand i10 Asta,1,2016,51866,1,1,1,18.9,1197,82.0,5.0,7.5,5.5,Hyundai,2
Hyundai Grand i10 1.2 Kappa Asta,3,2017,62788,1,1,1,18.9,1197,81.86,5.0,7.5,6.08,Hyundai,2
Hyundai Verna 1.6 EX VTVT,8,2012,14800,1,1,1,17.01,1591,121.3,5.0,13.5,4.4,Hyundai,4
Hyundai Verna SX CRDi AT,5,2011,104000,2,2,1,19.08,1582,126.32,5.0,13.5,5.75,Hyundai,4
Hyundai i20 Sportz AT 1.4,1,2013,72000,1,2,1,15.0,1396,98.6,5.0,10.0,4.75,Hyundai,1
Hyundai Verna 1.6 SX VTVT,2,2016,51000,1,1,1,17.01,1591,121.3,5.0,13.5,6.5,Hyundai,4
Hyundai Verna 1.6 CRDi EX AT,10,2013,114000,2,2,1,22.32,1582,126.3,5.0,13.5,6.75,Hyundai,4
Hyundai Grand i10 Magna AT,9,2016,9000,1,2,1,18.9,1197,82.0,5.0,7.5,5.45,Hyundai,2
Hyundai Verna Transform CRDi VGT SX ABS,5,2010,120000,2,1,2,16.2,1493,110.0,5.0,13.5,3.5,Hyundai,4
Hyundai i10 Magna 1.2,8,2011,35082,1,1,1,20.36,1197,78.9,5.0,6.5,2.21,Hyundai,3
Hyundai Grand i10 CRDi Sportz,5,2016,75700,2,1,1,24.0,1120,70.0,5.0,7.5,5.7,Hyundai,2
Hyundai i10 Asta 1.2 AT with Sunroof,5,2011,54348,1,2,1,19.2,1197,80.0,5.0,6.5,4.0,Hyundai,3
Hyundai i10 Magna 1.2,6,2013,75049,1,1,2,20.36,1197,78.9,5.0,6.5,3.0,Hyundai,3
Hyundai i20 Sportz AT 1.4,1,2012,58000,1,2,2,15.0,1396,98.6,5.0,10.0,4.4,Hyundai,1
Hyundai i20 1.4 CRDi Magna,8,2011,38277,2,1,1,21.9,1396,90.0,5.0,10.0,2.4,Hyundai,1
Hyundai i20 Magna 1.4 CRDi,0,2014,64000,2,1,1,21.9,1396,90.0,5.0,10.0,4.25,Hyundai,1
Hyundai Grand i10 Sportz,2,2015,15000,1,1,1,18.9,1197,82.0,5.0,7.5,4.9,Hyundai,2
Hyundai i20 1.4 CRDi Sportz,9,2014,32720,2,1,1,23.0,1396,90.0,5.0,10.0,4.5,Hyundai,1
Hyundai Verna 1.6 SX,5,2012,65000,2,1,1,22.32,1582,126.32,5.0,13.5,6.2,Hyundai,4
Hyundai i20 Magna Optional 1.4 CRDi,2,2012,70000,2,1,1,21.9,1396,88.8,5.0,10.0,4.0,Hyundai,1
Hyundai i10 Magna,0,2014,51000,1,1,1,20.36,1197,78.9,5.0,6.5,3.75,Hyundai,3
Hyundai Grand i10 Magna,8,2016,21000,1,1,1,18.9,1197,82.0,5.0,7.5,3.75,Hyundai,2
Hyundai Grand i10 SportZ Edition,1,2015,50000,1,1,1,18.9,1197,81.86,5.0,7.5,4.75,Hyundai,2
Hyundai i10 Magna 1.1 iTech SE,7,2017,42883,1,1,1,19.81,1086,68.05,5.0,6.5,4.27,Hyundai,3
Hyundai Verna 1.6 CRDI AT SX Option,2,2016,27000,2,2,1,19.08,1582,126.2,5.0,13.5,8.6,Hyundai,4
Hyundai i10 Sportz Option,10,2013,45000,1,1,1,20.36,1197,78.9,5.0,6.5,3.55,Hyundai,3
Hyundai i20 1.2 Asta Option,5,2018,11691,1,1,1,18.6,1197,81.83,5.0,10.0,8.9,Hyundai,1
Hyundai Verna Transform SX VGT CRDi,5,2010,118077,2,1,1,16.2,1493,110.0,5.0,13.5,3.85,Hyundai,4
Hyundai Verna 1.6 SX VTVT (O) AT,2,2012,36300,1,2,3,17.1,1591,121.4,5.0,13.5,7.5,Hyundai,4
Hyundai i20 Sportz Option Diesel,5,2012,42600,2,1,1,23.0,1396,90.0,5.0,10.0,4.99,Hyundai,1
Hyundai i20 Sportz Option,9,2014,17858,1,1,1,17.0,1197,80.0,5.0,10.0,5.32,Hyundai,1
Hyundai i10 Sportz,5,2012,53000,1,1,1,20.36,1197,78.9,5.0,6.5,3.2,Hyundai,3
Hyundai i20 Asta 1.4 CRDi,6,2013,129000,2,1,3,21.27,1396,88.76,5.0,10.0,4.11,Hyundai,1
Hyundai Grand i10 1.2 Kappa Asta,1,2014,61325,1,1,1,18.9,1197,81.86,5.0,7.5,4.4,Hyundai,2
Hyundai i10 Sportz,2,2010,26966,1,1,1,20.36,1197,78.9,5.0,6.5,3.0,Hyundai,3
Hyundai i20 1.2 Asta Option,5,2017,12000,1,1,1,18.6,1197,81.83,5.0,10.0,7.75,Hyundai,1
Hyundai Grand i10 Magna,7,2014,48031,1,1,1,18.9,1197,82.0,5.0,7.5,4.98,Hyundai,2
Hyundai i10 Magna AT,5,2009,50902,1,2,1,19.2,1197,80.0,5.0,6.5,3.0,Hyundai,3
Hyundai Grand i10 1.2 Kappa Sportz,3,2014,33496,1,1,1,18.9,1197,81.86,5.0,7.5,5.5,Hyundai,2
Hyundai i20 Asta Option 1.2,9,2015,25000,1,1,1,18.6,1197,81.83,5.0,10.0,5.65,Hyundai,1
Hyundai i20 Sportz Option 1.2,3,2016,44238,1,1,1,18.6,1197,81.83,5.0,10.0,6.72,Hyundai,1
Hyundai Verna 1.6 SX,5,2012,83678,2,1,1,22.32,1582,126.32,5.0,13.5,5.5,Hyundai,4
Hyundai i20 Asta 1.4 CRDi,10,2015,54339,2,1,2,22.54,1396,88.73,5.0,10.0,6.0,Hyundai,1
Hyundai i20 Asta Option 1.4 CRDi,3,2017,24153,2,1,2,22.54,1396,88.73,5.0,10.0,9.18,Hyundai,1
Hyundai Verna 1.4 EX,5,2012,93000,2,1,1,23.5,1396,88.7,5.0,13.5,5.55,Hyundai,4
Hyundai Grand i10 Asta Option AT,3,2017,27417,1,2,1,18.9,1197,82.0,5.0,7.5,6.89,Hyundai,2
Hyundai i20 Magna Optional 1.2,7,2014,44525,1,1,1,18.5,1197,82.9,5.0,10.0,4.65,Hyundai,1
Hyundai Grand i10 1.2 CRDi Sportz,2,2018,48000,2,1,1,24.0,1186,73.97,5.0,7.5,5.95,Hyundai,2
Hyundai Verna 1.4 CX VTVT,8,2014,19000,1,1,1,17.43,1396,105.5,5.0,13.5,5.25,Hyundai,4
Hyundai i10 Asta Sunroof AT,5,2013,89000,1,2,1,19.2,1197,80.0,5.0,6.5,4.19,Hyundai,3
Hyundai Verna 1.6 SX VTVT,9,2011,58000,1,1,2,17.01,1591,121.3,5.0,13.5,4.0,Hyundai,4
Hyundai Grand i10 CRDi Sportz,4,2013,63210,2,1,1,24.0,1120,70.0,5.0,7.5,3.71,Hyundai,2
Hyundai i10 Era,0,2008,60000,1,1,1,19.81,1086,68.05,5.0,6.5,1.99,Hyundai,3
Hyundai i10 Magna 1.2 iTech SE,9,2011,9489,1,1,1,20.36,1197,78.9,5.0,6.5,2.95,Hyundai,3
Hyundai i20 1.2 Spotz,3,2018,20632,1,1,1,18.6,1197,81.83,5.0,10.0,7.58,Hyundai,1
